#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:sav GI.1.tree" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:sav GI.1.tree" spec="beast.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:sav GI.1.tree" name="popSize">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:sav GI.1.tree" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:sav GI.1.tree">
#                    <trait id="dateTrait.t:sav GI.1.tree" spec="beast.evolution.tree.TraitSet" traitname="date-backward" value="AB436383.1_Sapovirus_Nagano18-4_JPN_GI.1_2004=2004,X86560/Manchester/GI.1_1995=1995,Tokyo/08/3992/AB622439.1_GI.1_2008=2008,Tokyo/08-3677/AB622437_GI.1_2008=2008,Tokyo/08-2932/AB622436_GI.1_2008=2008,Tokyo/08-1337/AB622432_GI.1_2008=2008,Sapporo/MT-2010/HM0026171982_GI.1_2010=2010,Nagano18-9/Jun2004_AB436384_GI.1_2004=2004,Maizuru/2008_HM030921.1_GI.1_2008=2008,Maizuru/2008/_HM030922__GI.1_2008=2008,Lyon/30388/98/F_AJ251991__GI.1_1998=1998,HM030920.1_Maizuru/GI.1_2008=2008,U95643_Houston_USA_GI.1_1986=1986,HM002617_Sapporo_GI.1_1982=1982,AY646853_NongKhai_50_Thailand_GI.1_2002=2002,AY237423_N21_Thailand_GI.1_2002=2002,Ehime_742S/AB448762_GI.1_2007=2007,AY237422_Mc114_GI.1_2001=2001,Chiba/010250/2001_AJ606695_GI.1_2001=2001,sapo_U65427_GI.1_1996=1996,MG012439.1_Sapovirus_PE_Lima1863_GI.1_2016=2016,MG012438.1_Sapovirus_Nashville9478_GI.1_2014=2014,MG012437.1_Sapovirus_Nashville9432_GI.1_2014=2014,MG012436.1_Sapovirus_Lima1870_GI.1_2016=2016,KX980412.1_Sapoviru_GI/Hunan/CHN_GI.1_2016=2016,AY646854.2_Chanthaburi-74_Thailand_GI.1_2002=2002,KT327081.1_Sapovirus_Zhejiang1/CHN_GI.1_2014=2014,KP298674.1_Sapovirus/Seoul/ROK62_KOR_GI.1_2013=2013,MG012400.1_Sapovirus_US/Nashville9491_GI.1_2014=2014,MG012399.2_Sapovirus_US/Portland3639_GI.1_2014=2014,MG012398.1_Sapovirus_PE/Lima1845_GI.1_2014=2014,MG012397.1_Sapovirus_US_Nashville9427_GI.1_2014=2014,MG012435.1_Sapovirus_US_Nashville9691-1_GI.1_2013=2013,19_peru_SP088X_GI.1_2017=2017,22_peru_SP088X_GI.1_2017=2017,25_peru_SP265X_GI.2_2018=2018,26_peru_SP088X_GI.1_2017=2017,28_peru_SP088X_GI.1_2017=2017,30_peru_SP088X_GI.1_2017=2017,1_peru_SP031X_GI.1_2017=2017,2_peru_SP031X_GI.1_2017=2017,3_peru_SP031X_GI.1_2017=2017,5_peru_SP031X_GI.1_2017=2017,9_peru_SP0051X_GI.1_2017=2017,11_peru_SP051X_GI.1_2017=2017,s64_02_miyagi_outbr_GI.1_2013K9_2013=2013,s65_03_miyagi_outbr_GI.1_2013K9_2013=2013,s90_5_miyagi_outbr_GI.1_2015K4_2015=2015,s84_11_miyagi_outbr_GI.1_2016K111_2016=2016,s82_09_miyagi_outbr_GI.1_2016K111_2016=2016,s93_08_miyagi_outbr_GI.1_2015K4_2015=2015,s92_07_miyagi_outbr_GI.1_2015K4_2015=2015,s91_06_miyagi_outbr_GI.1_2015K4_2015=2015">
#                        <taxa id="TaxonSet.sav GI1" spec="beast.evolution.alignment.TaxonSet">
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.sav GI1"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="ClockPrior.c:sav GI.1.clock" name="distribution">
#            <parameter id="clockRate.c:sav GI.1.clock" name="x">1.0E-4</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="PopSizePrior.t:sav GI.1.tree" name="distribution" x="@popSize.t:sav GI.1.tree">
#            <OneOnX id="OneOnX.1" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@sav GI1" id="treeLikelihood.sav GI1" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:sav GI.1.tree">
#            <siteModel id="SiteModel.s:sav GI.1.mode" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:sav GI.1.mode" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:sav GI.1.mode" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:sav GI.1.mode" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JTT.s:sav GI.1.mode" spec="beast.evolution.substitutionmodel.JTT"/>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:sav GI.1.clock" id="StrictClock.c:sav GI.1.clock" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	clockRate	mutationRate	popSize	CoalescentConstant
205580000	-2270.4045093258533	-2085.5974324400645	-184.8070768857886	-2085.5974324400645	46.04019442602509	4.3267886228831473E-4	1.0	9.689143706756715	-182.53607083254644
205590000	-2306.5223780340384	-2087.299980027602	-219.22239800643638	-2087.299980027602	49.23484946952362	2.462318738213183E-4	1.0	22.0493881392809	-216.12911315371397
205600000	-2286.8776275345554	-2079.341468168757	-207.53615936579848	-2079.341468168757	50.19569236680295	3.327550222904404E-4	1.0	19.075881847168937	-204.58773455917657
205610000	-2275.64073467338	-2081.730355806918	-193.91037886646188	-2081.730355806918	48.8287046234215	3.9047796069354644E-4	1.0	15.456366912194378	-191.17235785013048
205620000	-2289.4952872348517	-2081.421978520489	-208.07330871436247	-2081.421978520489	49.55076466649862	3.758089637626593E-4	1.0	20.376195460402545	-205.05894138405353
205630000	-2304.189307978252	-2083.9495569925334	-220.2397509857185	-2083.9495569925334	56.251756649803376	2.832635608143833E-4	1.0	26.104068659201875	-216.9776597962133
205640000	-2291.578321310132	-2079.0636397737735	-212.5146815363588	-2079.0636397737735	52.41312497512818	3.270542855981631E-4	1.0	22.968812755741013	-209.3805442077267
205650000	-2292.8905481118727	-2082.568406911799	-210.32214120007393	-2082.568406911799	46.97347503028957	2.9561382870898795E-4	1.0	20.7096573917693	-207.29154106793368
205660000	-2281.8923377973315	-2085.869403629862	-196.0229341674694	-2085.869403629862	45.231773695044325	3.699675812403249E-4	1.0	14.250823747902771	-193.36611945555512
205670000	-2300.5121228306853	-2083.3911782774067	-217.1209445532788	-2083.3911782774067	44.107065598589855	3.1500373280297683E-4	1.0	21.95630782897247	-214.03189008242288
205680000	-2300.618216872621	-2083.6304247544836	-216.98779211813712	-2083.6304247544836	49.142759961999865	3.0033288229378984E-4	1.0	24.082047603923144	-213.80632546792611
205690000	-2301.448065249088	-2082.1621029146454	-219.2859623344425	-2082.1621029146454	58.92184885396553	2.4798990949611454E-4	1.0	23.294441404545346	-216.13774756866084
205700000	-2303.649773165944	-2080.667497222087	-222.98227594385713	-2080.667497222087	47.9043268430576	2.9402356685145117E-4	1.0	21.93734570640647	-219.894085475982
205710000	-2281.4805195650497	-2086.360609172293	-195.1199103927564	-2086.360609172293	45.12460580423294	3.0783645740265175E-4	1.0	15.069249053446596	-192.40725421192053
205720000	-2268.8438875906213	-2086.6528729822985	-182.19101460832258	-2086.6528729822985	42.41108529638313	4.195103777286092E-4	1.0	12.12328448408908	-179.69588666735743
205730000	-2270.857941744475	-2080.0259929270333	-190.83194881744174	-2080.0259929270333	46.30954777874497	3.514846020567337E-4	1.0	12.802062398429253	-188.2823425346181
205740000	-2292.946153928707	-2084.6164247002966	-208.32972922841043	-2084.6164247002966	47.434774025878006	3.701927864387892E-4	1.0	16.09334599302801	-205.55132333420735
205750000	-2274.797793902417	-2081.4551676864735	-193.3426262159439	-2081.4551676864735	44.905655838326375	3.505408422085052E-4	1.0	16.151150908295936	-190.5606349051428
205760000	-2274.5782075704888	-2087.633417893933	-186.94478967655616	-2087.633417893933	46.731280379648084	3.430253675691718E-4	1.0	11.286098140958266	-184.52121796123288
205770000	-2296.49673771475	-2088.0503046516633	-208.44643306308657	-2088.0503046516633	55.16180525035034	2.627834962366616E-4	1.0	16.416667887989963	-205.64813590974126
205780000	-2284.785322545569	-2090.1853555696916	-194.59996697587738	-2090.1853555696916	45.324174358450165	3.608418981113604E-4	1.0	16.60227479278269	-191.79042725419362
205790000	-2285.038058889725	-2087.8578523154806	-197.18020657424458	-2087.8578523154806	52.72046547885248	3.3687556973982426E-4	1.0	17.51974610174386	-194.31687798075095
205800000	-2292.904107860959	-2078.483541618783	-214.42056624217602	-2078.483541618783	51.11481646674383	2.687008767471046E-4	1.0	22.811723090553624	-211.29329166771774
205810000	-2296.5312625858624	-2100.833878344391	-195.69738424147127	-2100.833878344391	51.543533096795414	2.8643621571416484E-4	1.0	16.741745108679133	-192.87947893401306
205820000	-2273.870594486672	-2085.1086812760946	-188.76191321057723	-2085.1086812760946	43.80271768300332	2.949029680880874E-4	1.0	13.60806735921334	-186.15125040552434
205830000	-2272.6312736235386	-2082.534025610873	-190.09724801266583	-2082.534025610873	43.76781661891965	3.8923611620843426E-4	1.0	13.179946699282885	-187.51855152766012
205840000	-2271.9487733409323	-2082.525657402142	-189.4231159387906	-2082.525657402142	41.48054708276146	3.493337615808307E-4	1.0	14.199512528524908	-186.76990830374976
205850000	-2290.0969522576174	-2079.292283290488	-210.8046689671294	-2079.292283290488	46.41615126036082	3.587812299873894E-4	1.0	17.453066686565034	-207.94515359257124
205860000	-2280.1031532891434	-2092.4427205542506	-187.66043273489294	-2092.4427205542506	44.28867736214059	4.115683710856551E-4	1.0	12.627921490642628	-185.12452238130214
205870000	-2280.366776005118	-2078.5950035544174	-201.77177245070047	-2078.5950035544174	48.35874338591252	3.7689936592277064E-4	1.0	15.987188612762122	-198.99998476090389
205880000	-2278.84542847577	-2097.0888204857497	-181.75660799002006	-2097.0888204857497	46.2387822638474	4.0727761435303226E-4	1.0	11.109522218057307	-179.34880539196857
205890000	-2289.203752957823	-2080.2893153036157	-208.9144376542074	-2080.2893153036157	48.339539904090564	3.250723777616681E-4	1.0	22.0109211505369	-205.82289890808923
205900000	-2275.1971272318283	-2077.1595752864805	-198.03755194534781	-2077.1595752864805	47.371831191589955	3.722180335490763E-4	1.0	17.11916065490752	-195.1973536030027
205910000	-2283.03461759503	-2080.420775961665	-202.6138416333647	-2080.420775961665	47.13696702869254	3.092708062138687E-4	1.0	16.042910477400405	-199.8385745961771
205920000	-2300.383580924749	-2083.3678470803425	-217.01573384440658	-2083.3678470803425	53.351268407717974	3.3726230603544857E-4	1.0	20.317366223985818	-214.00425784505836
205930000	-2275.251429562202	-2084.318890107594	-190.93253945460748	-2084.318890107594	43.557267839275326	4.259881266529167E-4	1.0	14.07073106916237	-188.2884426254023
205940000	-2281.6233233493226	-2077.0401126293045	-204.5832107200183	-2077.0401126293045	45.461948343870084	3.967890557468516E-4	1.0	19.057906084984854	-201.63572868695704
205950000	-2286.5300539364166	-2076.3606376506827	-210.16941628573397	-2076.3606376506827	51.51333860722459	3.535168971095178E-4	1.0	21.507894774769632	-207.10099621917485
205960000	-2269.583805585671	-2082.6071188545375	-186.9766867311339	-2082.6071188545375	40.7347922062416	4.4621233889967886E-4	1.0	10.883749627144624	-184.58941591423118
205970000	-2290.9184003926393	-2087.2828885969952	-203.63551179564422	-2087.2828885969952	45.684595284779576	2.909355099976671E-4	1.0	17.85644060405117	-200.75314753434367
205980000	-2297.8943562049385	-2083.452708697069	-214.44164750786973	-2083.452708697069	50.40819422768497	2.2247450346443392E-4	1.0	21.671464864094176	-211.36565109589392
205990000	-2289.967810097845	-2088.363402742768	-201.60440735507697	-2088.363402742768	50.59036298696813	3.383885650999639E-4	1.0	15.662931794606715	-198.85311046654482
206000000	-2286.3942272788872	-2093.03002355707	-193.36420372181755	-2093.03002355707	45.81462207095555	3.7359661940144546E-4	1.0	15.5521350483499	-190.6200057904727
206010000	-2278.345943360024	-2088.875084224139	-189.47085913588546	-2088.875084224139	53.98478015127302	4.983581628419792E-4	1.0	14.873935527282876	-186.77124874820547
206020000	-2287.459977209205	-2086.551718064755	-200.9082591444502	-2086.551718064755	47.39220429390211	3.6530853839810155E-4	1.0	15.466295544227657	-198.16959596915927
206030000	-2298.3740042663903	-2083.598400696304	-214.77560357008622	-2083.598400696304	44.7423925573863	3.170987897894708E-4	1.0	25.67602321964276	-211.53004596230454
206040000	-2284.7429448135426	-2078.1404548409096	-206.60248997263312	-2078.1404548409096	48.28429213994887	3.047692979695425E-4	1.0	16.94375108321274	-203.77259087443835
206050000	-2279.9417622050746	-2079.2614660906465	-200.68029611442807	-2079.2614660906465	46.155421018496874	3.003110923697287E-4	1.0	17.180778389989925	-197.83650489098275
206060000	-2305.799342216722	-2084.0067608647864	-221.79258135193538	-2084.0067608647864	52.59588343237822	3.439053045412903E-4	1.0	23.648477958338535	-218.62928259600972
206070000	-2311.1214064758788	-2080.9308936218968	-230.19051285398206	-2080.9308936218968	59.05720664481525	2.656095437613953E-4	1.0	17.17078812088305	-227.34730327908457
206080000	-2277.931502844344	-2090.8489609400817	-187.08254190426229	-2090.8489609400817	42.577276148077246	4.3418248379868446E-4	1.0	14.213477595947952	-184.4283512633156
206090000	-2286.815175687048	-2080.08120923814	-206.7339664489076	-2080.08120923814	50.623579170871494	3.017623487485143E-4	1.0	19.863945328151573	-203.74506015301364
206100000	-2295.575972306003	-2083.3927091774085	-212.18326312859483	-2083.3927091774085	50.683265675795326	2.8248458912061227E-4	1.0	18.620509195870657	-209.25899951040282
206110000	-2293.2833535116324	-2085.348516118787	-207.93483739284568	-2085.348516118787	45.363113792076916	4.2004141467018026E-4	1.0	18.54434742471277	-205.01467237126886
206120000	-2296.916507828599	-2085.625643367095	-211.29086446150387	-2085.625643367095	64.0904298194793	3.0333132490248003E-4	1.0	22.951669729069224	-208.15747377256457
206130000	-2296.404682940055	-2080.572031159235	-215.83265178082019	-2080.572031159235	51.44823135837953	3.5777562571432216E-4	1.0	22.63116231446997	-212.71332396082911
206140000	-2283.9198178696374	-2084.30517136392	-199.6146465057171	-2084.30517136392	50.60094797218028	3.1523339502919105E-4	1.0	17.65741735978314	-196.74349056360364
206150000	-2280.830001546642	-2079.873269789772	-200.95673175687008	-2079.873269789772	44.414731561556856	3.157305084986658E-4	1.0	19.127143012521216	-198.00562333049265
206160000	-2288.728031247996	-2085.003149479549	-203.724881768447	-2085.003149479549	42.71673633250306	2.9448497809956886E-4	1.0	18.380329481698624	-200.81360072558118
206170000	-2284.3420093278696	-2076.085787025216	-208.25622230265353	-2076.085787025216	44.13564210088278	2.761817742604752E-4	1.0	22.364287361789028	-205.1487569302697
206180000	-2289.0686276762617	-2086.879172678163	-202.18945499809877	-2086.879172678163	45.03685988238116	3.9365495214189035E-4	1.0	13.891955151551866	-199.55814509158725
206190000	-2276.823226324714	-2079.180574462301	-197.6426518624128	-2079.180574462301	48.126417660113994	4.305609039844767E-4	1.0	11.094282739391584	-195.23622195531115
206200000	-2288.794743539946	-2079.4613289450117	-209.3334145949342	-2079.4613289450117	45.833258549275165	3.911847909302906E-4	1.0	18.522373509122623	-206.41443521468798
206210000	-2264.1833344721813	-2079.1487743450666	-185.03456012711476	-2079.1487743450666	44.531166398537785	4.396285332486646E-4	1.0	10.761017468310957	-182.65863001659972
206220000	-2275.1828257818474	-2092.557621871501	-182.6252039103463	-2092.557621871501	44.60416958076796	3.5882034441255467E-4	1.0	11.175367562475174	-180.2114918788909
206230000	-2300.4940445374054	-2086.393850590352	-214.10019394705324	-2086.393850590352	44.23528398484747	3.4172394785786955E-4	1.0	24.83714708825922	-210.88785354810327
206240000	-2295.7264024775513	-2079.7011373543514	-216.0252651231998	-2079.7011373543514	47.029972876209165	3.230307147278027E-4	1.0	22.906437033872624	-212.89384715895667
206250000	-2298.2171424595463	-2089.8426134953115	-208.37452896423486	-2089.8426134953115	43.785500449843084	3.573052374581534E-4	1.0	17.357108594494754	-205.52052682449124
206260000	-2282.2431056623304	-2076.276643057418	-205.96646260491255	-2076.276643057418	45.209451183740654	3.244746183712326E-4	1.0	15.121597246454261	-203.25033860174744
206270000	-2302.8048825389733	-2087.406495886454	-215.39838665251898	-2087.406495886454	46.49897277209674	4.1162568981654096E-4	1.0	26.129989618073267	-212.13530297030482
206280000	-2290.69732666056	-2078.488298253838	-212.20902840672224	-2078.488298253838	53.154113207553	3.322992030013594E-4	1.0	23.599912155326336	-209.04778541692954
206290000	-2301.554635176168	-2088.212472366861	-213.3421628093068	-2088.212472366861	45.46127931248702	3.3768374967648764E-4	1.0	23.2932864415683	-210.1939976258092
206300000	-2278.705063214153	-2084.759702772368	-193.94536044178506	-2084.759702772368	49.13336513764613	3.424006184681046E-4	1.0	12.164948093232278	-191.44680173245285
206310000	-2285.02403924477	-2077.573121762615	-207.45091748215492	-2077.573121762615	49.294915449214834	3.231897830238555E-4	1.0	22.0451229017085	-204.35782608832275
206320000	-2281.9290763084837	-2083.637578935067	-198.29149737341695	-2083.637578935067	45.276851524592104	2.4296606953839165E-4	1.0	14.552726893737045	-195.6137189819824
206330000	-2294.968362734093	-2079.6817000474493	-215.2866626866436	-2079.6817000474493	44.91379203276381	3.014545759359904E-4	1.0	28.130646371928478	-211.9498030863778
206340000	-2294.571104608655	-2088.841807360465	-205.72929724819022	-2088.841807360465	48.103037819192195	4.1194259606568313E-4	1.0	22.48594873276947	-202.61640663482748
206350000	-2316.3976354514402	-2083.830823107195	-232.5668123442451	-2083.830823107195	69.0149682788812	2.3064409232278463E-4	1.0	31.17696509837602	-229.12713282023492
206360000	-2296.636412889864	-2092.8762389854305	-203.76017390443334	-2092.8762389854305	49.145300421289775	3.205221281477318E-4	1.0	14.965547348316528	-201.05442318856757
206370000	-2318.902072756143	-2085.5222131979153	-233.3798595582276	-2085.5222131979153	58.361970530519166	2.30579270201861E-4	1.0	25.674065193817906	-230.13437821227473
206380000	-2314.6668556861773	-2086.0891582355957	-228.5776974505814	-2086.0891582355957	61.21944638366115	2.0978334483063056E-4	1.0	29.3124702584968	-225.19968441901094
206390000	-2307.708749921397	-2077.22684774966	-230.48190217173715	-2077.22684774966	50.44372091170044	3.3625459445158347E-4	1.0	27.85076516581751	-227.15504173120564
206400000	-2287.222406027805	-2079.9768562631893	-207.2455497646155	-2079.9768562631893	44.1966556772723	3.9848671091297875E-4	1.0	18.955983675205722	-204.30343012170457
206410000	-2285.474102534068	-2084.4843442658384	-200.9897582682295	-2084.4843442658384	43.23484776357069	3.4542876137026994E-4	1.0	21.006452055226006	-197.9449286369698
206420000	-2284.405394020319	-2090.565744610603	-193.83964940971617	-2090.565744610603	41.3009647335369	4.4771193861987746E-4	1.0	17.806136722963945	-190.96010625211704
206430000	-2289.8399441725646	-2088.9958480919654	-200.84409608059912	-2088.9958480919654	46.49157151831137	3.6873880260995275E-4	1.0	12.445948870428246	-198.3227009025733
206440000	-2285.214908554663	-2087.2742736937876	-197.94063486087524	-2087.2742736937876	46.74099380355242	3.401407172379996E-4	1.0	15.37645272671254	-195.20779756535595
206450000	-2289.3948384020155	-2078.8005482650715	-210.59429013694387	-2078.8005482650715	52.84429576251547	3.4804767871261013E-4	1.0	16.985686635173266	-207.76191911017415
206460000	-2283.6818779302803	-2091.406009280962	-192.27586864931823	-2091.406009280962	44.32765119580229	3.7422864604063586E-4	1.0	14.340352839755012	-189.6127912091667
206470000	-2302.481960790237	-2094.8810682368407	-207.6008925533962	-2094.8810682368407	54.75326584515791	3.169372183559565E-4	1.0	20.634580814525393	-204.57392420469284
206480000	-2295.665296249387	-2084.1382368870604	-211.52705936232667	-2084.1382368870604	50.456894681630146	2.548687532595548E-4	1.0	23.29543689147626	-208.37880186250203
206490000	-2285.121065282462	-2079.536989542955	-205.58407573950694	-2079.536989542955	47.304969621698774	2.549647167412686E-4	1.0	19.14575217919424	-202.63199486680446
206500000	-2281.1443233033424	-2082.018601811118	-199.12572149222456	-2082.018601811118	45.62972107533138	3.958200600737861E-4	1.0	16.048560714835034	-196.35010232175773
206510000	-2291.8076121885606	-2088.4557114919053	-203.35190069665515	-2088.4557114919053	47.75466889563117	4.0222706695889005E-4	1.0	20.288957926649573	-200.3418239030989
206520000	-2293.0620069439487	-2090.26637460553	-202.7956323384187	-2090.26637460553	47.2002666921735	3.0454120638564054E-4	1.0	19.82772783473354	-199.80855098466415
206530000	-2291.9652691580336	-2092.017398742267	-199.94787041576666	-2092.017398742267	49.49714270082486	3.839006048100623E-4	1.0	16.086336259408533	-197.16990018364845
206540000	-2281.6312906576727	-2088.0242882569455	-193.6070024007272	-2088.0242882569455	47.771307335743	4.245156068414645E-4	1.0	12.119265517808717	-191.1122060227632
206550000	-2283.4682722173347	-2083.7121426495323	-199.75612956780247	-2083.7121426495323	41.442348101306486	3.0701448218937056E-4	1.0	12.813258410721653	-197.20564911962376
206560000	-2274.6637292451414	-2093.625123715176	-181.03860552996542	-2093.625123715176	41.755909697166366	3.908085423322424E-4	1.0	12.576330980584705	-178.50678897619417
206570000	-2304.3804010385065	-2082.4641065845117	-221.91629445399468	-2082.4641065845117	50.7616270588217	2.9392867549566726E-4	1.0	22.780719332033932	-218.79037991912415
206580000	-2305.983092419532	-2076.728837301001	-229.25425511853103	-2076.728837301001	48.69076208893956	2.0813467058314336E-4	1.0	23.246353905357267	-226.10810682007036
206590000	-2290.432628510461	-2084.370639188535	-206.0619893219264	-2084.370639188535	47.53687444070407	3.1971632302305096E-4	1.0	22.84249371342225	-202.93336676124989
206600000	-2273.2085288204416	-2077.521993798315	-195.6865350221267	-2077.521993798315	46.872045431335366	3.128633095830702E-4	1.0	14.247930807934027	-193.02992333241627
206610000	-2280.689093203293	-2080.7903065423493	-199.89878666094384	-2080.7903065423493	46.93214866791942	3.378112696900448E-4	1.0	16.714857065755897	-197.08248869236434
206620000	-2305.9027928735213	-2094.1482830935793	-211.75450977994208	-2094.1482830935793	53.62963932768113	3.0321266932947886E-4	1.0	18.857805383940008	-208.8175828730314
206630000	-2285.031783549007	-2074.601491920275	-210.4302916287321	-2074.601491920275	46.50199028933652	3.214809875579609E-4	1.0	21.45432067935308	-207.36436557336955
206640000	-2292.717685018262	-2077.329465747565	-215.3882192706971	-2077.329465747565	47.97127119784581	3.413140465220212E-4	1.0	20.425937258934947	-212.3714137431735
206650000	-2269.57176289766	-2084.1393800299147	-185.43238286774516	-2084.1393800299147	45.50291403936583	3.748009849663232E-4	1.0	12.835077096513848	-182.88020104669963
206660000	-2283.8747826885888	-2087.5337000037453	-196.34108268484331	-2087.5337000037453	49.73405728658384	4.82589476817244E-4	1.0	12.4237521503239	-193.82147254846154
206670000	-2285.450895225364	-2083.4844191788125	-201.96647604655143	-2083.4844191788125	52.97744368137178	2.713432535475146E-4	1.0	15.918452565168833	-199.19899707153985
206680000	-2281.034483917508	-2085.4358105466818	-195.59867337082636	-2085.4358105466818	51.578498995624955	3.6929309173386473E-4	1.0	12.7006713242343	-193.05701851858294
206690000	-2309.2294813553444	-2080.5428408854646	-228.68664046987982	-2080.5428408854646	54.42668456927966	2.3839647346678223E-4	1.0	31.957312370136258	-225.222239446068
206700000	-2276.57450850618	-2084.6970590303276	-191.87744947585207	-2084.6970590303276	43.636076278227364	3.347369645751322E-4	1.0	11.036573377028125	-189.4762348656973
206710000	-2279.437623578048	-2080.3575169398127	-199.08010663823524	-2080.3575169398127	41.08459001413587	3.1602317622432E-4	1.0	16.033459496460754	-196.30542888102048
206720000	-2294.5378765344003	-2086.9052029118066	-207.63267362259353	-2086.9052029118066	52.795494975858965	3.827760909838946E-4	1.0	23.28933380348962	-204.48467814350786
206730000	-2283.515089423288	-2086.9733622846225	-196.5417271386654	-2086.9733622846225	49.18028217772669	3.6530168168214834E-4	1.0	15.181566277726654	-193.82164519166975
206740000	-2268.6726957527876	-2087.942696210491	-180.7299995422967	-2087.942696210491	41.78072183470921	4.8086769971220284E-4	1.0	10.269513925464825	-178.40081984903182
206750000	-2313.9046969903325	-2083.9001237475877	-230.00457324274467	-2083.9001237475877	59.85671102870029	2.4938343325229265E-4	1.0	29.431890501997206	-226.6224944453216
206760000	-2284.4760013031155	-2087.1761138924903	-197.29988741062496	-2087.1761138924903	48.94158667278652	3.8413072424966273E-4	1.0	15.168766778812458	-194.58064891398942
206770000	-2277.3666165692794	-2079.4470715822763	-197.91954498700312	-2079.4470715822763	45.22025237502568	3.55703073835185E-4	1.0	18.870226430375542	-194.9819596282047
206780000	-2284.1350147206203	-2084.5767447900453	-199.55826993057485	-2084.5767447900453	42.256233783466406	3.2816517681491384E-4	1.0	16.31284555847896	-196.76631706205475
206790000	-2300.3904693344466	-2084.1389864713906	-216.2514828630559	-2084.1389864713906	51.33515695152476	2.965626270365585E-4	1.0	29.55916445599582	-212.86508903341073
206800000	-2290.0613226388696	-2083.806237455665	-206.25508518320464	-2083.806237455665	50.588414322991035	3.5112565891915723E-4	1.0	14.3345313923415	-203.59241377416006
206810000	-2301.422015456641	-2085.5886649456515	-215.8333505109895	-2085.5886649456515	45.57041544449099	3.0733994796714104E-4	1.0	21.85738471228283	-212.74881167344577
206820000	-2280.3229413799654	-2077.104182526684	-203.21875885328166	-2077.104182526684	44.33750877078168	4.252158879000164E-4	1.0	18.442017492399565	-200.30412723265636
206830000	-2291.4216402381708	-2077.288355341812	-214.13328489635867	-2077.288355341812	48.554197298879764	2.853949567073031E-4	1.0	19.90325877543924	-211.14240142047527
206840000	-2291.6768057506283	-2082.3105856414	-209.3662201092285	-2082.3105856414	51.1176562613135	3.372628444039946E-4	1.0	18.492526491301888	-206.44885343220662
206850000	-2286.254499882145	-2095.530152461319	-190.72434742082578	-2095.530152461319	49.646771825714374	3.988542365984607E-4	1.0	14.48617461987542	-188.05115270073654
206860000	-2289.632850925241	-2081.8059441055198	-207.82690681972136	-2081.8059441055198	49.69310998946448	3.493371143766489E-4	1.0	17.42504892394259	-204.9689980553919
206870000	-2292.300859962778	-2089.077208679499	-203.2236512832789	-2089.077208679499	55.66084164491266	3.8419518923544344E-4	1.0	16.17991382592351	-200.43988069762545
206880000	-2281.780301739909	-2083.5730983904227	-198.2072033494865	-2083.5730983904227	45.43733043032697	3.588331234579504E-4	1.0	17.62220465119972	-195.33804361471707
206890000	-2297.641990855188	-2085.1090866844293	-212.53290417075885	-2085.1090866844293	45.31178164209332	3.464729119887638E-4	1.0	22.571376597474753	-209.41622158943338
206900000	-2295.854319917974	-2089.9604147355076	-205.8939051824664	-2089.9604147355076	47.79188667543679	2.184359898495161E-4	1.0	20.28675065982419	-202.88393718636087
206910000	-2280.973288241763	-2078.262911739571	-202.71037650219205	-2078.262911739571	45.76393499692565	3.788869551533333E-4	1.0	14.6258514142709	-200.02758589440822
206920000	-2291.652966454741	-2081.7974987696534	-209.8554676850878	-2081.7974987696534	55.34561825497814	3.1516957427170947E-4	1.0	16.961465060677853	-207.0245236751602
206930000	-2296.428883001773	-2085.7634573312635	-210.6654256705095	-2085.7634573312635	53.21238716899603	3.111304261854189E-4	1.0	14.18747806544371	-208.0130659213171
206940000	-2308.90037714357	-2077.997014691433	-230.90336245213695	-2077.997014691433	54.49328997416632	2.775135696751154E-4	1.0	30.95047140681266	-227.47097422188443
