#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BayesianSkyline.t:sav GI.2.tree" spec="beast.evolution.tree.coalescent.BayesianSkyline">
#            <parameter dimension="5" id="bPopSizes.t:sav GI.2.tree" lower="0.0" name="popSizes" upper="380000.0">380.0</parameter>
#            <groupSizes dimension="5" id="bGroupSizes.t:sav GI.2.tree" spec="beast.core.parameter.IntegerParameter">1</groupSizes>
#            <treeIntervals id="BSPTreeIntervals.t:sav GI.2.tree" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:sav GI.2.tree">
#                    <trait id="dateTrait.t:sav GI.2.tree" spec="beast.evolution.tree.TraitSet" traitname="date" value="FJ844411.5_GI.2/Kecskemet/HUN3739_HUN_2008=2008,SaV/9-5/Taipei/07/TW_EU124657.1_GI.2_2007=2007,Potsdam/2000-AF294739._GI.2_2000=2000,Parkville_U73124.1_GI.2_1997=1997,Nobeoka-1-3-day6/2005_AB455800.1_GI.2_2005=2005,Nobeoka-1-3-day28/2005_AB455802_GI.2_2005=2005,Nobeoka-1-3-day14/2005_AB455801.1_GI.2_2005=2005,Nobeoka-1-2-day25/2005_AB455799_GI.2_2005=2005,Nobeoka-1-2-day15/2005__AB455798.1_GI.2_2005=2005,Nobeoka-1-1-day3/2005_AB455796.1_GI.2_2005=2005,Nobeoka-1-1-day11/2005_AB455797.1_GI.2_2005=2005,Miyagi/GeO38/2009_AB630340_GI.2_2009=2009,Houston/90_U95644.1_GI.2_1990=1990,AF294739_Potsdam_germany_GI.2_2000=2000,AB614356_BR_DF01_BRA_GI.2_2009=2009,Chiba/041413/2004_AB258427.1_GI.2_2004=2004,MK250983/BRA/2015/GI.2/TO-65_2015=2015,MK250985_BRA/TO-66_2015=2015,MK250987_Hu/BRA/GI.2/TO-89_2014=2014,MK250988_Hu/BRA/GI.2/TO-90_2015=2015,MK250986_Hu/BRA/GI.2/TO-07_2013=2013,MK250984_Hu/BRA/GI.2/TO-31_2014=2014,MG012442.1_SapovirusUS/Oakland3023_GI.2_2016=2016,Aichi/2010_AB607855.1_GI.2_2010=2010,MG012441.1_Sapovirus/Oakland6371_GI.2_2016=2016,MG012440.1_Sapovirus_Nashville9411_GI.2_2015=2015,KM092508.1_isolate_13-SaV-2-3_GI.2_2013=2013,KM092507.1_isolate_13-SaV-2-2_GI.2_2013=2013,KM092506.1_Sapovirus_isolate_13-SaV-1-2_GI.2_2013=2013,JX993277.1_Sapovirus_G1/BE-HPI01/DE_GI.2_2012=2012,LC081178.1_Sapovirus_OH13068_GI.2_2013=2013,LC081170.1_Sapovirus_OH13033_GI.2_2013=2013,LC081169.1_Sapovirus_OH13028_JPN_GI.2_2013=2013,LC081166.1_Sapovirus_OH13019_JPN_GI.2_2013=2013,LC081164.1_Sapovirus_OH13013_JPN_GI.2_2013=2013,LC081162.1_Sapovirus_OH12095_JPN_GI.2_2012=2012,LC081155.1_Sapovirus/OH12009_GI.2_2012=2012,MG132178.1/Shenzhen-23_CHN_GI.2_2016=2016,MG132174.1_/Shenzhen-4_CHN_GI.2_2016=2016,MG515479.1_Shenzhen-22_CHN_GI.2_2016=2016,MG515478.1_Shenzhen-10_CHN_GI.2_2016=2016,MG515477.1_Sapovirus_Shenzhen-5_CHN_GI.2_2016=2016,MG515476.1_Sapovirus/Shenzhen-2_CHN_GI.2_2016=2016,23_peru_SP265X_GI.2_2018=2018,18_peru_SP223X_GI.2_2018=2018,17_peru_SP223X_GI.2_2018=2018,16_peru_SP223X_GI.2_2018=2018,15_peru_SP223X_GI.2_2018=2018,14_peru_SP223X_GI.2_2018=2018,s67_22_miyagi_outbr_GI.2_2013k4_2013=2013,s66_21_miyagi_outbr_GI.2_2013k4_2013=2013,s70_25_miyagi_outbr_GI.2_2013k4_2013=2013,s69_24_miyagi_outbr_GI.2_2013k4_2013=2013,s68_23_miyagi_outbr_GI.2_2013k4_2013=2013,SN091X_TG22010_phil_batch7_2018=2018,SN091X_TG21997_phil_batch7_2018=2018,SN091X_TG21995_phil_batch7_2018=2018">
#                        <taxa id="TaxonSet.sav GI" spec="beast.evolution.alignment.TaxonSet">
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.sav GI"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <distribution id="MarkovChainedPopSizes.t:sav GI.2.tree" jeffreys="true" parameter="@bPopSizes.t:sav GI.2.tree" spec="beast.math.distributions.MarkovChainDistribution"/>
#        <prior id="ClockPrior.c:sav GI.2.clock" name="distribution">
#            <parameter id="clockRate.c:sav GI.2.clock" name="x">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@sav GI" id="treeLikelihood.sav GI" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:sav GI.2.tree">
#            <siteModel id="SiteModel.s:sav GI.1.mod" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:sav GI.1.mod" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:sav GI.1.mod" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:sav GI.1.mod" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JTT.s:sav GI.1.mod" spec="beast.evolution.substitutionmodel.JTT"/>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:sav GI.2.clock" id="StrictClock.c:sav GI.2.clock" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	clockRate	BayesianSkyline	bPopSizes.1	bPopSizes.2	bPopSizes.3	bPopSizes.4	bPopSizes.5	bGroupSizes.1	bGroupSizes.2	bGroupSizes.3	bGroupSizes.4	bGroupSizes.5
25960000	-2802.9391759692303	-2646.5454103337647	-156.39376563546563	-2646.5454103337647	32.971212131712484	0.0017031794466977372	-140.53899330978166	2.148541388266139	10.08149934803826	12.997079670236218	9.54048573861058	4.567226890746381	13	2	1	27	13
25970000	-2794.6531817677055	-2644.4960074474243	-150.15717432028129	-2644.4960074474243	31.266285754050024	0.0018799593685997636	-137.1574004009508	1.6605930710230121	8.003384724502633	2.1442058116176326	2.2056266622952236	4.930959067995612	14	33	1	5	3
25980000	-2782.759866870438	-2644.9542550430065	-137.8056118274318	-2644.9542550430065	30.24973701314311	0.001972464528958579	-128.22818964309752	0.5678166747097938	1.3819121273974881	3.1572758153801477	6.480364221281746	3.865010846230986	6	5	10	27	8
25990000	-2803.2269486999153	-2641.638129822406	-161.5888188775094	-2641.638129822406	32.13717345110792	0.0017391192585393743	-148.27507361112626	2.7061253055114207	6.370447571698692	9.132759857974103	8.21689015280208	3.8255056162876766	12	5	9	23	7
26000000	-2789.6980308131588	-2641.3468309961845	-148.35119981697449	-2641.3468309961845	33.022868379465166	0.001570901665036068	-137.51591354763244	1.2509601194263142	3.850909679544333	7.603577209836913	2.419387821590073	1.8290044806473142	6	8	30	10	2
26010000	-2794.766136425406	-2642.2740440952225	-152.49209233018317	-2642.2740440952225	32.84750277295513	0.0020364419271011215	-138.3242982741513	5.401333600232588	1.1165114653823083	5.714191204484254	6.038340776788102	4.600468559628892	3	4	10	13	26
26020000	-2803.833368533522	-2644.7637566057847	-159.06961192773701	-2644.7637566057847	32.115031866657304	0.0017751184634306441	-145.41799131372423	3.2720136493011154	4.634047718135918	14.81630334268717	4.881749289676833	2.553759147799127	8	26	7	1	14
26030000	-2777.055222573483	-2637.156436814991	-139.8987857584922	-2637.156436814991	28.691396216324456	0.0020304560129317485	-128.49832700709695	2.6617095885203987	4.4059844784084286	7.5145638912952615	3.659672400195732	2.918492002229748	13	26	5	5	7
26040000	-2799.658604280743	-2641.3053106466386	-158.35329363410435	-2641.3053106466386	31.124826576528704	0.0015949675049431872	-145.98377764073018	3.187061656572271	6.108985590332462	6.485095950575083	6.344468236008179	3.60223999829156	13	6	6	14	17
26050000	-2804.9787870038385	-2640.743056290769	-164.23573071306947	-2640.743056290769	34.61777577278633	0.0015624944581485102	-149.87910654946688	3.643410737401982	3.631545538963875	8.431532054133408	14.895895764600652	8.384617399620343	10	9	21	1	15
26060000	-2789.9416337118164	-2643.08207118765	-146.85956252416634	-2643.08207118765	31.49018850763136	0.0018903031301787604	-132.95977704720423	2.710013781652853	12.66600663494734	6.697719754462374	2.293706674093465	2.500105512686259	26	2	14	13	1
26070000	-2787.9220236727683	-2639.4401353859507	-148.48188828681762	-2639.4401353859507	34.66260170874524	0.0016726110349521667	-135.86001727312532	2.834374925224529	4.058397197114784	7.828551741970162	4.552591548519754	7.3824990799404695	10	25	4	1	16
26080000	-2797.2599619296934	-2648.5916693805107	-148.66829254918258	-2648.5916693805107	31.26892152038352	0.0017642978248696157	-136.40994690765257	1.3022252169900654	3.9843030659498413	7.984227417647032	6.71258396226274	3.10201666206462	4	24	10	16	2
26090000	-2793.6678855390646	-2639.7356909416158	-153.93219459744884	-2639.7356909416158	33.809724346128014	0.001916143972114702	-142.37582208515605	2.195073708533257	4.980886442176853	4.1288839542543325	3.0041596912387436	6.112462550308496	13	32	4	5	2
26100000	-2793.502485244359	-2640.677786650191	-152.82469859416793	-2640.677786650191	30.593960978497655	0.001835591132049284	-143.27903209583442	2.349097475922606	1.2974053793719236	2.198413067571606	2.9407771215075127	6.253203333890621	11	2	1	3	39
26110000	-2795.612126267551	-2640.6361031232536	-154.9760231442973	-2640.6361031232536	31.598578329353558	0.001781622440337819	-140.34802162606852	2.6120456542820114	9.698101313084564	4.960253560825321	7.880541716351227	7.540959475408274	14	7	17	6	12
26120000	-2804.928680258402	-2637.227615473842	-167.7010647845602	-2637.227615473842	35.23047733983829	0.0015372677801314511	-153.13959293662268	4.80907593030131	6.948551558939031	9.770280489795136	6.382394436537875	11.77438642784299	16	14	13	9	4
26130000	-2797.181277771907	-2649.3187002429468	-147.86257752896026	-2649.3187002429468	31.309997530169472	0.0017029278674296306	-136.71721030777877	1.42808378149458	2.726489743167973	3.4920422587529263	8.548645761222428	3.3802342273292223	7	7	20	5	17
26140000	-2783.0306274056093	-2632.4784388482412	-150.5521885573682	-2632.4784388482412	33.86608403574775	0.001686936475492999	-136.12495008748166	0.5024649233667714	1.79357139369916	4.954761469276287	19.867322035438875	5.727012820010638	7	1	21	16	11
26150000	-2790.739716583985	-2635.648349416703	-155.0913671672821	-2635.648349416703	31.017119776858653	0.0017382413154669746	-141.4793981194638	3.1155650752388215	8.430587414321069	7.874330074524295	8.138535551271039	3.040015747005405	8	3	25	5	15
26160000	-2795.2788334703755	-2641.9995932377096	-153.27924023266604	-2641.9995932377096	31.583011618504234	0.0017402728551971715	-141.99119896599538	1.589327619695142	3.6465529265818155	7.70187326699366	4.232457579412939	2.6552645651385802	4	9	25	6	12
26170000	-2797.191372637918	-2644.0424230654194	-153.14894957249885	-2644.0424230654194	28.940931223693507	0.0019194088133374218	-140.02083928408476	1.6482965279455752	5.257665213387933	6.2491988184608696	9.505848066396263	4.611308812034174	1	10	14	15	16
26180000	-2796.87145983806	-2643.383143595415	-153.48831624264523	-2643.383143595415	28.46377508817063	0.001936612693177939	-142.76524904672593	1.0183117179830905	1.4119923273086208	5.149007682669083	7.381463967214421	1.7508835225331307	4	5	9	24	14
26190000	-2806.04139753654	-2644.5062726379906	-161.53512489854918	-2644.5062726379906	33.60555183655444	0.0014930547635218464	-147.45613983154533	2.6837263863341825	3.192053954294028	12.526325936887583	9.298707162692992	3.0707544137071445	7	8	2	24	15
26200000	-2802.462454603345	-2634.140372561806	-168.32208204153912	-2634.140372561806	33.554997307628454	0.0014455299110290325	-156.99768342139146	1.692660878092537	2.3239240509154775	1.816808818052551	8.000279347399713	1.5502517895536516	7	4	1	38	6
26210000	-2804.752651766148	-2638.6789086142157	-166.07374315193218	-2638.6789086142157	30.95061497382914	0.0017448950278347616	-154.59992526791106	2.181058229541398	4.78812440773882	2.846131743567128	6.979445700077858	0.8175395378586178	2	4	6	42	2
26220000	-2782.219824282492	-2638.474733552923	-143.74509072956883	-2638.474733552923	32.520581169137735	0.0019274052148866893	-132.752420869837	1.5604228640438382	3.633763881270052	4.824619825289469	6.615684992389865	2.127955890738216	10	14	6	15	11
26230000	-2794.5895080878604	-2646.9886819562707	-147.60082613158949	-2646.9886819562707	30.84371569892058	0.0019062389491433583	-137.468617832325	3.1634249291679453	3.2101564786697177	4.742918688013616	4.05514656846187	1.4545958390139475	7	15	15	7	12
26240000	-2796.224859445266	-2645.562283831372	-150.66257561389352	-2645.562283831372	34.805374629148396	0.0020311624489212977	-138.00568624387725	1.392431280734571	3.604152504602799	6.476203106274646	4.161756892152853	9.94969790464766	10	2	25	15	4
26250000	-2805.84529577164	-2653.604813222549	-152.24048254909076	-2653.604813222549	32.1424500740092	0.0019825953297216954	-141.3557098106072	2.573500119594863	3.2635440422266386	4.62471127236041	3.7805751244842236	5.472176521529737	13	3	18	14	8
26260000	-2797.0506775249796	-2639.6809660847603	-157.36971144021913	-2639.6809660847603	35.87600841110645	0.0017571226486003727	-144.83041711664842	1.4684644379211238	2.612138539292373	9.325072263060102	7.496797929053319	3.0800234991632136	11	4	17	11	13
26270000	-2797.3925523754506	-2636.179725682922	-161.21282669252892	-2636.179725682922	36.3841755667374	0.001571551697419254	-148.7815296790983	1.5585256307949267	5.14686996434934	4.961251851062315	3.9455981415790484	7.3765080729222285	8	2	9	9	28
26280000	-2810.9695213763703	-2636.9583836648985	-174.0111377114716	-2636.9583836648985	33.92236142105171	0.0013730834510369695	-154.11853669385425	2.2322236847699135	7.451410684956314	44.763212518864655	8.958031757787815	6.6171641879104115	15	29	1	1	10
26290000	-2809.609045943368	-2643.0732251645595	-166.53582077880858	-2643.0732251645595	31.619477509984904	0.001389694238307198	-154.15206680671074	2.5756303126974083	4.320260900645865	7.436826849980178	3.1827453719302503	6.484353362661651	12	4	32	2	6
26300000	-2799.0984032691404	-2641.2604159478315	-157.83798732130882	-2641.2604159478315	32.01605272258201	0.0017182318909879698	-144.39733792870044	3.8203411709987747	9.018743911010171	5.776870050483447	6.582948867258499	5.144753378613466	30	2	1	2	21
26310000	-2781.8937786237793	-2633.9331208536564	-147.96065777012285	-2633.9331208536564	30.738838469300866	0.001780506951722716	-135.838249277409	3.412582302841633	7.818872129455079	6.554306039625276	2.589099964625908	3.2493658796230793	20	21	2	2	11
26320000	-2808.0907813879885	-2639.2389329949365	-168.85184839305214	-2639.2389329949365	38.68180093767618	0.0011933300832772543	-155.51466773619634	3.0177673601898882	3.3604797214469904	8.746857449632989	9.161621652008648	7.040719054005976	11	4	14	22	5
26330000	-2803.23176059582	-2642.2993558154512	-160.93240478036904	-2642.2993558154512	36.470359598701386	0.001642873262774479	-148.03006100922138	1.5712772956782688	3.163802367133907	4.82454935618891	13.619200213859058	4.089218239939741	6	3	9	2	36
26340000	-2788.874249701648	-2639.041660400687	-149.83258930096082	-2639.041660400687	30.128321930417247	0.0017306122153047292	-137.90774666114956	3.4312867902076603	4.851832678646907	7.173960966683937	4.766587233388774	3.7679466499659404	27	2	12	1	14
26350000	-2791.979914228271	-2636.654070559714	-155.3258436685568	-2636.654070559714	33.22530040387194	0.0017177225215423409	-143.08687934863636	2.1773219065352025	5.501533221316845	7.816672437911266	5.744038232223983	2.8198638768259943	13	21	11	1	10
26360000	-2795.2179622502345	-2646.839710084024	-148.37825216621073	-2646.839710084024	29.14223828002036	0.0023314289353253497	-137.42857277752174	9.434528348825063	4.046854091854073	4.762039227993934	1.0645791768735013	1.7145146924080241	6	20	14	2	14
26370000	-2787.4499303597577	-2636.197979581695	-151.2519507780627	-2636.197979581695	30.11185429520352	0.001931137301168157	-139.0456523167994	4.3424626180316155	4.153113449507447	7.209129439569214	6.510027911625873	2.6144678102968433	13	6	11	12	14
26380000	-2813.6815698157825	-2642.989974271355	-170.69159554442763	-2642.989974271355	35.41499262196785	0.001543312610251974	-156.74502371312087	18.20665258887776	7.463817196473709	4.182295644745974	4.532475123655965	5.1524295700422265	1	24	24	4	3
26390000	-2789.4751351777463	-2640.3144466552726	-149.16068852247383	-2640.3144466552726	29.567238196988086	0.0016471623259613792	-135.22275129942687	2.639219167685987	6.999335580780609	18.33278388289969	2.1064540730024586	2.130240818686051	7	27	4	14	4
26400000	-2799.595988398907	-2646.7940599095905	-152.80192848931682	-2646.7940599095905	30.356655741932684	0.0017445881890083437	-140.5591345718515	3.428476481027638	7.556321665484674	2.547124037581143	5.340597282324163	2.71347765026405	5	32	1	5	13
26410000	-2776.2210558578868	-2635.405695958996	-140.81535989889045	-2635.405695958996	31.028129552507824	0.0018719186333503272	-130.5266363039598	1.8415269948901514	1.454063079592366	4.432918678839764	5.206424218705808	2.8192257550474094	3	6	13	29	5
26420000	-2801.4040072727826	-2649.9725451836384	-151.43146208914413	-2649.9725451836384	31.43704331845759	0.001760866103471683	-141.89060697191528	0.6814197714527943	1.0431850721596263	2.4121224026491643	7.07469321880004	4.616649241336287	1	5	8	39	3
26430000	-2807.133995905504	-2647.7472894059697	-159.3867064995341	-2647.7472894059697	32.48226413864153	0.0014818750747209665	-147.3659323665128	5.019371591409625	3.051401496593756	3.6570307520603618	7.226239313280271	4.493327608272109	7	1	12	20	16
26440000	-2818.476140445231	-2640.9735631460444	-177.50257729918647	-2640.9735631460444	30.268533437897823	0.0014582528337201944	-162.5840211864442	3.104455910438338	11.278762007814505	4.100102005445715	9.612834354293645	2.0638661440427386	6	24	1	16	9
26450000	-2788.1363883038725	-2641.167229723863	-146.96915858000972	-2641.167229723863	31.143099073693133	0.0015702587194548665	-134.05346251156047	1.8015008968330795	6.508183116835308	9.308436643540679	4.889380118563302	2.3431569860785313	15	12	14	4	11
26460000	-2806.7017526195054	-2638.900363375955	-167.80138924355046	-2638.900363375955	34.60116735956987	0.0016416121494865021	-154.81444033674956	9.862182491803921	6.45176832287105	6.701643639199724	4.895891120008136	3.0890980173936433	5	7	8	29	7
26470000	-2793.579018803677	-2640.202561358174	-153.37645744550287	-2640.202561358174	32.09012406968381	0.001570726745842668	-142.58463558553035	2.577280832359759	1.9259109692567682	3.566797933313588	7.097237279496532	2.9986000086876703	2	1	12	37	4
26480000	-2786.468244860934	-2636.5828414690577	-149.8854033918766	-2636.5828414690577	30.455197040929203	0.001666823604857721	-138.60821099822593	2.829069033639568	4.7287247688248755	4.804732052702262	5.464428566119682	3.0105085386916874	15	14	1	25	1
26490000	-2797.445626240474	-2637.9799541633934	-159.46567207708077	-2637.9799541633934	33.29641137142538	0.0018347113737149632	-146.7026280525158	3.051100579501257	3.760740288565488	12.009544806180635	2.4255307385448646	2.9293631365445396	15	10	15	7	9
26500000	-2811.3726838639195	-2649.00844942473	-162.36423443918946	-2649.00844942473	33.88541481636197	0.001361586301275322	-150.13466287525856	4.83038246768058	6.543348687951563	6.216763327939402	3.4904568363588395	4.390359576903446	16	22	5	6	7
26510000	-2808.647156701897	-2640.7976516217204	-167.84950508017684	-2640.7976516217204	37.438774629333786	0.0014105464089924178	-154.82831214668605	2.8352501652395903	6.44208378536541	6.168096649048562	3.5085675007550075	7.722528150957954	14	5	33	2	2
26520000	-2813.512275388093	-2641.4255334671784	-172.0867419209146	-2641.4255334671784	35.7596698941188	0.0012774572181831316	-157.59342346248675	2.1150170590235784	2.836217567879	13.455679171931797	8.936417910498022	3.6981029564583854	5	9	10	18	14
26530000	-2809.0488462816393	-2639.688695004343	-169.360151277296	-2639.688695004343	35.550648595520826	0.0014303837240244215	-155.68997125528833	2.6740430456929736	3.905042280134275	5.262999378077945	14.554954727853968	6.236436640008703	6	9	7	19	15
26540000	-2797.149180309556	-2640.978008843325	-156.17117146623107	-2640.978008843325	34.79378311709461	0.0016983797187597543	-144.4915962496963	4.605053347032878	8.785105269482	3.9047422494204893	3.7135637733985067	1.7632113128613927	28	17	9	1	1
26550000	-2810.3735840630707	-2642.951651928776	-167.421932134295	-2642.951651928776	31.26962013994383	0.0014470606482806544	-153.12507384579857	5.269174191028438	10.697842124154834	4.459974784997974	7.046741187264653	7.9500731648990755	32	15	2	1	6
26560000	-2792.5534181537073	-2642.1833003193497	-150.3701178343576	-2642.1833003193497	30.85974538887	0.001978170080491531	-136.71565783177616	1.9276153187580398	6.040516735459507	11.02934553695327	6.421336621905387	4.761067592868904	12	7	1	5	31
26570000	-2816.833018266735	-2656.442544327731	-160.39047393900398	-2656.442544327731	31.645257118004793	0.0013792083808746012	-146.54155748300943	3.7112853256614806	9.48175674217445	9.925603262374148	6.003186970573356	4.099629418737025	14	5	22	6	9
26580000	-2793.4889877523747	-2641.869852881962	-151.61913487041292	-2641.869852881962	31.6100237796792	0.0014292290036097071	-139.8821468879074	4.319658899680922	4.578457939200194	7.91503426999297	2.911331119620017	2.8979625566572835	31	6	7	1	11
26590000	-2794.4136096528723	-2644.1957343245576	-150.21787532831485	-2644.1957343245576	32.17015349327024	0.002132598038206589	-138.0420933277873	1.331465555374502	3.2105608772783043	7.205083177156926	9.488237586960208	2.273140305110508	5	14	20	5	12
26600000	-2776.054970433239	-2642.505101322575	-133.54986911066413	-2642.505101322575	28.120348866027886	0.002060142668974932	-123.27752430228495	0.4983031232969382	1.3670550653761928	4.9122299914305385	5.8989029345061725	2.646899248754237	3	6	25	5	17
26610000	-2782.0068466157554	-2637.564960542749	-144.44188607300674	-2637.564960542749	29.2810526184145	0.0020754055109744383	-133.11729838674364	2.7822919342221177	5.240674570123671	9.171721444070082	2.83757993109784	1.1902008560349353	13	1	29	8	5
26620000	-2807.5245819142965	-2644.294986898282	-163.22959501601483	-2644.294986898282	33.35851300004796	0.0017932874364590201	-151.6527509209781	3.3276880930756993	7.172819928524738	7.656635110122068	1.9633978345128835	1.987669185603789	11	16	20	8	1
26630000	-2806.699401422806	-2645.673621631676	-161.0257797911303	-2645.673621631676	35.81646108288168	0.0014963959527435854	-146.9184145513919	4.253774229482698	3.4971477424868223	7.747588769815615	14.164311207715471	5.608285626077849	6	3	13	2	32
26640000	-2793.9261877129557	-2639.822003261277	-154.10418445167846	-2639.822003261277	36.820683318790365	0.0019402366954776682	-143.53827416289073	2.6021750812984124	3.728479917235326	5.8757829687600065	3.03735229875186	2.823857860440868	13	2	29	7	5
26650000	-2807.4185395807317	-2639.4860353988743	-167.93250418185755	-2639.4860353988743	32.73894907726374	0.0019150667532928033	-156.06384157194066	4.546209195125016	5.1601886367394005	5.987046119274449	6.05321188333877	1.831535035475575	9	18	27	1	1
26660000	-2783.037949380271	-2630.795058784933	-152.24289059533803	-2630.795058784933	29.446548269090986	0.0018493165453166854	-139.02362036304498	2.007076904235915	4.904410498077468	2.8080117825213353	10.325046653441902	1.8133323797640657	3	29	1	8	15
26670000	-2809.749549003496	-2653.4612847734247	-156.28826423007146	-2653.4612847734247	32.423996478124565	0.0017349477391942428	-142.52053415103094	3.3020914650963653	9.982433911478903	5.811163948096703	7.429471107765493	3.1862775253108184	14	6	12	9	15
26680000	-2780.1666692776685	-2638.8214230986746	-141.34524617899405	-2638.8214230986746	32.59583001114751	0.0018965835795131997	-130.68217201866327	1.657735501055807	3.579039705918676	3.310255947704307	5.296750306246881	4.390788028635399	4	3	7	25	17
26690000	-2805.8700053991847	-2633.3080533599973	-172.5619520391875	-2633.3080533599973	36.367481951086134	0.0013784464893010805	-159.80536118111098	5.067412218322811	3.5263305631763555	8.445579879823613	4.680530282135415	4.3460127419461365	4	3	32	6	11
26700000	-2799.3406880360426	-2637.5364594083576	-161.80422862768506	-2637.5364594083576	34.060692464487055	0.0019003664818799402	-150.3221084713264	7.493680152075662	6.40952912251895	3.510420140956007	3.8451376703198075	1.904524249089315	19	19	10	2	6
26710000	-2799.6933540549053	-2637.727166658881	-161.96618739602465	-2637.727166658881	33.47465240149925	0.001851791503842851	-148.41917754419057	3.5966108984515808	3.216233705881042	8.26445770323729	3.9646396448640617	9.459101523131663	8	7	25	13	3
26720000	-2817.4282389309033	-2643.9920270020234	-173.43621192887966	-2643.9920270020234	30.54200716011058	0.0017568102692836084	-160.2873830155179	6.287226910637013	5.220466930664282	9.277851421540793	6.808862372412852	2.2600457313736144	1	18	17	11	9
26730000	-2812.9086232603895	-2644.978686739986	-167.92993652040315	-2644.978686739986	32.60633644266327	0.0016190286298175295	-152.41043106542696	7.162039957158718	7.871752119297803	20.37912980929127	4.5637880150181225	4.901687437458923	29	12	3	9	3
26740000	-2791.841915452777	-2640.496508952679	-151.3454065000979	-2640.496508952679	29.813161755433942	0.0018333129221369975	-139.24226941836983	2.1336569008793558	5.010560160272412	9.440320847330689	3.322454078920884	3.142540678859196	21	12	9	12	2
26750000	-2781.378123737245	-2637.4484564832997	-143.92966725394527	-2637.4484564832997	30.27704859550763	0.0020478707512765993	-131.5765976227514	2.9332252926469056	1.542449464178206	7.7958975451849195	2.376793385918088	2.2892771945553196	4	8	26	5	13
26760000	-2822.766373819174	-2647.618777195148	-175.14759662402594	-2647.618777195148	33.697009379994185	0.0016535613756413817	-159.95482179532308	4.791527065361876	9.871067965051326	15.166335222565076	7.541522674668131	7.060070784304243	20	10	2	23	1
26770000	-2818.7335179993033	-2636.515471054408	-182.2180469448955	-2636.515471054408	37.36642294790646	0.0013217035187470748	-167.23365972640428	7.637468813929551	4.378015050152358	5.07431525700313	11.528582692789149	15.775903845375296	5	28	4	16	3
26780000	-2809.6137265765456	-2642.3248979928157	-167.28882858372964	-2642.3248979928157	33.1472621059682	0.0015372495430048532	-154.44821223003504	1.6959843503362508	2.6189995437703044	7.755725965066535	10.626436383961991	5.672530361111217	7	7	4	10	28
26790000	-2798.1660968434703	-2634.48758995272	-163.67850689075038	-2634.48758995272	32.096214164101625	0.0017702468876662305	-149.59378623364844	2.6064353398432765	8.93436044767119	2.545531928514795	6.781124968558835	5.111008183048297	8	2	3	21	22
26800000	-2811.658179753928	-2641.1127791490476	-170.54540060488014	-2641.1127791490476	33.89414162971295	0.0011930465263940435	-156.50505940625456	2.4799096522159134	7.055670532676474	11.70335518421163	6.495949548176561	5.717165776842439	12	13	5	18	8
26810000	-2809.8299687130866	-2638.86585117908	-170.96411753400642	-2638.86585117908	31.881529843076237	0.0014816494611402423	-156.5641415324445	4.710980407899423	9.52873298574353	14.058544725155725	1.8735127382925842	4.015898127040605	11	30	2	12	1
26820000	-2816.207270592306	-2642.230361390828	-173.9769092014782	-2642.230361390828	37.1738302080364	0.0013730449253418567	-160.45448533726798	1.8712753882148023	5.758380310976405	6.570247425109892	3.7386825453840804	9.458763547954447	7	5	30	13	1
26830000	-2791.7278738475134	-2642.0149649813175	-149.71290886619602	-2642.0149649813175	30.126681373511303	0.0017766911046220256	-138.64878766106827	1.9980171099490331	7.391730879137317	3.0909047275509587	1.785043220667307	2.278316894104619	10	36	2	6	2
26840000	-2798.1625504489216	-2643.786046237321	-154.37650421160063	-2643.786046237321	30.63879036070744	0.0018459599974076039	-142.37789393437814	2.076117648697291	6.448913869655054	6.781381824129692	4.674916984557543	1.7303756908974677	11	4	8	28	5
26850000	-2787.986056804673	-2638.211753659191	-149.7743031454821	-2638.211753659191	34.63559466974703	0.001598323414465831	-137.71353289407034	1.9347666340303533	4.02497785750691	9.063343304677394	4.252480052193083	3.80692201695167	11	22	9	4	10
26860000	-2792.017903704745	-2636.1671640318214	-155.8507396729237	-2636.1671640318214	33.80243839178347	0.001545771132393486	-142.9643169751899	1.8275812430899656	2.2668677964744632	5.580592027162067	2.6331247197627743	10.533979383191289	4	10	34	6	2
